symbol,isin,stock_name,issuer_name,face_value,country,industry,outstanding_shares,
PDPL,INE904D01019,Parenteral Drugs (India) Limited,Parenteral Drugs (India) Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
PDSMFL,INE111Q01013,PDS Multinational Fashions Limited,PDS Multinational Fashions Limited,10,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
PEARLPOLY,INE844A01013,Pearl Polymers Limited,Pearl Polymers Limited,10,INDIA,,#N/A,
PEL,INE140A01024,Piramal Enterprises Limited,Piramal Enterprises Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
PENIND,INE932A01024,Pennar Industries Limited,Pennar Industries Limited,5,INDIA,,#N/A,
PENINLAND,INE138A01028,Peninsula Land Limited,Peninsula Land Limited,2,INDIA,,#N/A,
PENPEBS,INE455O01019,Pennar Engineered Building Systems Limited,Pennar Engineered Building Systems Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
PERFECT,INE925S01012,,,,INDIA,,#N/A,
PERSISTENT,INE262H01013,Persistent Systems Limited,Persistent Systems Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,
PETRONENGG,INE742A01019,Petron Engineering Construction Limited,Petron Engineering Construction Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
PETRONET,INE347G01014,Petronet LNG Limited,Petronet LNG Limited,10,INDIA,ENERGY,OIL DRILLING AND EXPLORATION,
PFC,INE134E01011,Power Finance Corporation Limited,Power Finance Corporation Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - TERM LENDING INSTITUTIONS,
PFIZER,INE182A01018,Pfizer Limited,Pfizer Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
PFOCUS,INE367G01038,Prime Focus Limited,Prime Focus Limited,1,INDIA,,#N/A,
PFS,INE560K01014,PTC India Financial Services Limited,PTC India Financial Services Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - TERM LENDING INSTITUTIONS,
PGEL,INE457L01011,PG Electroplast Limited,PG Electroplast Limited,10,INDIA,,#N/A,
PGHH,INE179A01014,Procter & Gamble Hygiene and Health Care Limited,Procter & Gamble Hygiene and Health Care Limited,10,INDIA,CONSUMER GOODS,PERSONAL CARE,
PGIL,INE940H01014,Pearl Global Industries Limited,Pearl Global Industries Limited,10,INDIA,,#N/A,
PHILIPCARB,INE602A01023,Phillips Carbon Black Limited,Phillips Carbon Black Limited,10,INDIA,,#N/A,
PHOENIXLTD,INE211B01039,The Phoenix Mills Limited,The Phoenix Mills Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
PIDILITIND,INE318A01026,Pidilite Industries Limited,Pidilite Industries Limited,1,INDIA,CHEMICALS,CHEMICALS,
PIGL,INE557Z01018,,,,INDIA,,#N/A,
PIIND,INE603J01030,PI Industries Limited,PI Industries Limited,1,INDIA,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,
PILANIINVS,INE417C01014,Pilani Investment and Industries Corporation Limited,Pilani Investment and Industries Corporation Limited,10,INDIA,,#N/A,
PILITA,INE600A01035,PIL ITALICA LIFESTYLE LIMITED,PIL ITALICA LIFESTYLE LIMITED,1,INDIA,,#N/A,
PIONDIST,INE889E01010,Pioneer Distilleries Limited,Pioneer Distilleries Limited,10,INDIA,,#N/A,
PIONEEREMB,INE156C01018,Pioneer Embroideries Limited,Pioneer Embroideries Limited,10,INDIA,,#N/A,
PIRPHYTO,INE122J01015,,,,INDIA,,#N/A,
PITTIENG,INE450D01021,,,,INDIA,,#N/A,
PKTEA,INE431F01018,The Peria Karamalai Tea & Produce Company Limited,The Peria Karamalai Tea & Produce Company Limited,10,INDIA,,#N/A,
PLASTIBLEN,INE083C01022,Plastiblends India Limited,Plastiblends India Limited,5,INDIA,,#N/A,
PNB,INE160A01022,Punjab National Bank,Punjab National Bank,2,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
PNBGILTS,INE859A01011,PNB Gilts Limited,PNB Gilts Limited,10,INDIA,,#N/A,
PNBHOUSING,INE572E01012,PNB Housing Finance Limited,PNB Housing Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
PNC,INE392B01011,Pritish Nandy Communications Limited,Pritish Nandy Communications Limited,10,INDIA,,#N/A,
PNCINFRA,INE195J01029,PNC Infratech Limited,PNC Infratech Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
POCHIRAJU,INE332G01032,Pochiraju Industries Limited,Pochiraju Industries Limited,10,INDIA,,#N/A,
PODDARHOUS,INE888B01018,Poddar Housing and Development Limited,Poddar Housing and Development Limited,10,INDIA,,#N/A,
PODDARMENT,INE371C01013,Poddar Pigments Limited,Poddar Pigments Limited,10,INDIA,,#N/A,
POKARNA,INE637C01025,Pokarna Limited,Pokarna Limited,10,INDIA,,#N/A,
POLARIS,INE763A01023,POLARIS CONSULTING & SERVICES LIMITED,POLARIS CONSULTING & SERVICES LIMITED,5,INDIA,IT,COMPUTERS - SOFTWARE,IT
POLYMED,INE205C01021,Poly Medicure Limited,Poly Medicure Limited,5,INDIA,,#N/A,
POLYPLEX,INE633B01018,Polyplex Corporation Limited,Polyplex Corporation Limited,10,INDIA,,#N/A,
PONNIERODE,INE838E01017,Ponni Sugars (Erode) Limited,Ponni Sugars (Erode) Limited,10,INDIA,CONSUMER GOODS,SUGAR,
POWERGRID,INE752E01010,Power Grid Corporation of India Limited,Power Grid Corporation of India Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
POWERMECH,INE211R01019,Power Mech Projects Limited,Power Mech Projects Limited,10,INDIA,,#N/A,
PPAP,INE095I01015,PPAP Automotive Limited,PPAP Automotive Limited,10,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
PRABHAT,INE302M01033,Prabhat Dairy Limited,Prabhat Dairy Limited,10,INDIA,,#N/A,
PRADIP,INE495J01015,Pradip Overseas Limited,Pradip Overseas Limited,10,INDIA,,#N/A,
PRAENG,INE505C01016,Prajay Engineers Syndicate Limited,Prajay Engineers Syndicate Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
PRAJIND,INE074A01025,Praj Industries Limited,Praj Industries Limited,2,INDIA,INDUSTRIAL MANUFACTURING,ENGINEERING - HEAVY,
PRAKASH,INE603A01013,Prakash Industries Limited,Prakash Industries Limited,10,INDIA,,#N/A,
PRAKASHCON,INE023M01027,Prakash Constrowell Limited,Prakash Constrowell Limited,1,INDIA,,#N/A,
PRATIBHA,INE308H01022,Pratibha Industries Limited,Pratibha Industries Limited,2,INDIA,,#N/A,
PRAXIS,INE546Y01022,,,,INDIA,,#N/A,
PRECAM,INE484I01029,Precision Camshafts Limited,Precision Camshafts Limited,10,INDIA,,#N/A,
PRECOT,INE283A01014,Precot Meridian Limited,Precot Meridian Limited,10,INDIA,,#N/A,
PRECWIRE,INE372C01029,Precision Wires India Limited,Precision Wires India Limited,5,INDIA,,#N/A,
PREMEXPLN,INE863B01011,Premier Explosives Limited,Premier Explosives Limited,10,INDIA,,#N/A,
PREMIER,INE342A01018,Premier Limited,Premier Limited,10,INDIA,,#N/A,
PREMIERPOL,INE309M01012,Premier Polyfilm Limited,Premier Polyfilm Limited,5,INDIA,,#N/A,
PRESSMN,INE980A01023,Pressman Advertising Limited,Pressman Advertising Limited,2,INDIA,,#N/A,
PRESTIGE,INE811K01011,Prestige Estates Projects Limited,Prestige Estates Projects Limited,10,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - REAL ESTATE,
PRICOLLTD,INE726V01018,Pricol Limited,Pricol Limited,1,INDIA,,#N/A,
PRIMESECU,INE032B01021,Prime Securities Limited,Prime Securities Limited,5,INDIA,,#N/A,
PRITI,INE974Z01015,,,,INDIA,,#N/A,
PROLIFE,INE994V01012,,,,INDIA,,#N/A,
PROVOGE,INE968G01033,Provogue (India) Limited,Provogue (India) Limited,1,INDIA,,#N/A,
PROZONINTU,INE195N01013,Prozone Intu Properties Limited,Prozone Intu Properties Limited,2,INDIA,,#N/A,
PRSMJOHNSN,INE010A01011,Prism Johnson Ltd.,Prism Johnson Ltd.,,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
PSB,INE608A01012,Punjab & Sind Bank,Punjab & Sind Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
PSL,INE474B01017,PSL Limited,PSL Limited,10,INDIA,,#N/A,
PSPPROJECT,INE488V01015,PSP Projects Limited,PSP Projects Limited,10,INDIA,,#N/A,
PSUBNKBEES,INF732E01110,,,,INDIA,,#N/A,
PTC,INE877F01012,PTC India Limited,PTC India Limited,10,INDIA,ENERGY,TRADING,
PTL,INE034D01031,PTL Enterprises Limited,PTL Enterprises Limited,2,INDIA,,#N/A,
PUNJABCHEM,INE277B01014,Punjab Chemicals & Crop Protection Limited,Punjab Chemicals & Crop Protection Limited,10,INDIA,CHEMICALS,FERTILISERS,
PUNJLLOYD,INE701B01021,Punj Lloyd Limited,Punj Lloyd Limited,2,INDIA,,#N/A,
PURVA,INE323I01011,Puravankara Limited,Puravankara Limited,5,INDIA,,#N/A,
PVP,INE362A01016,PVP Ventures Limited,PVP Ventures Limited,10,INDIA,,#N/A,
PVR,INE191H01014,PVR Limited,PVR Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
QGOLDHALF,INF082J01010,,,,INDIA,,#N/A,
QUESS,INE615P01015,Quess Corp Limited,Quess Corp Limited,10,INDIA,SERVICES,#N/A,
QUICKHEAL,INE306L01010,Quick Heal Technologies Limited,Quick Heal Technologies Limited,10,INDIA,,#N/A,
RADAAN,INE874F01027,Radaan Mediaworks India Limited,Radaan Mediaworks India Limited,2,INDIA,,#N/A,
RADICO,INE944F01028,Radico Khaitan Limited,Radico Khaitan Limited,2,INDIA,CONSUMER GOODS,BREWERIES & DISTILLERIES,
RADIOCITY,INE919I01016,Music Broadcast Limited,Music Broadcast Limited,10,INDIA,,#N/A,
RAIN,INE855B01025,Rain Industries Limited,Rain Industries Limited,2,INDIA,CHEMICALS,CEMENT - MAJOR,
RAINBOWPAP,INE028D01025,Rainbow Papers Limited,Rainbow Papers Limited,2,INDIA,,#N/A,
RAJESHEXPO,INE343B01030,Rajesh Exports Limited,Rajesh Exports Limited,1,INDIA,CONSUMER GOODS,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS,
RAJRAYON,INE533D01024,Raj Rayon Industries Limited,Raj Rayon Industries Limited,1,INDIA,,#N/A,
RAJSREESUG,INE562B01019,Rajshree Sugars & Chemicals Limited,Rajshree Sugars & Chemicals Limited,10,INDIA,CONSUMER GOODS,SUGAR,
RAJTV,INE952H01027,Raj Television Network Limited,Raj Television Network Limited,5,INDIA,,#N/A,
RAJVIR,INE011H01014,Rajvir Industries Limited,Rajvir Industries Limited,10,INDIA,,#N/A,
RALLIS,INE613A01020,Rallis India Limited,Rallis India Limited,1,INDIA,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,
RAMANEWS,INE278B01020,Shree Rama Newsprint Limited,Shree Rama Newsprint Limited,10,INDIA,,#N/A,
RAMASTEEL,INE230R01027,Rama Steel Tubes Limited,Rama Steel Tubes Limited,5,INDIA,METALS,#N/A,
RAMCOCEM,INE331A01037,The Ramco Cements Limited,The Ramco Cements Limited,1,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
RAMCOIND,INE614A01028,Ramco Industries Limited,Ramco Industries Limited,1,INDIA,,#N/A,
RAMCOSYS,INE246B01019,Ramco Systems Limited,Ramco Systems Limited,10,INDIA,IT,#N/A,
RAMGOPOLY,INE410D01017,,,,INDIA,,#N/A,
RAMKY,INE874I01013,Ramky Infrastructure Limited,Ramky Infrastructure Limited,10,INDIA,CONSTRUCTION,#N/A,
RANASUG,INE625B01014,Rana Sugars Limited,Rana Sugars Limited,10,INDIA,CONSUMER GOODS,SUGAR,
RANEENGINE,INE222J01013,Rane Engine Valve Limited,Rane Engine Valve Limited,10,INDIA,,#N/A,
RANEHOLDIN,INE384A01010,Rane Holdings Limited,Rane Holdings Limited,10,INDIA,,#N/A,
RATNAMANI,INE703B01027,Ratnamani Metals & Tubes Limited,Ratnamani Metals & Tubes Limited,2,INDIA,METALS,STEEL - TUBES & PIPES,METALS
RAYMOND,INE301A01014,Raymond Limited,Raymond Limited,10,INDIA,TEXTILES,TEXTILES - WOOLLEN & WORSTED,
RBL,INE244J01017,Rane Brake Lining Limited,Rane Brake Lining Limited,10,INDIA,,#N/A,
RBLBANK,INE976G01028,RBL Bank Limited,RBL Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
RCF,INE027A01015,Rashtriya Chemicals and Fertilizers Limited,Rashtriya Chemicals and Fertilizers Limited,10,INDIA,FERTILISERS & PESTICIDES,FERTILISERS,
RCOM,INE330H01018,Reliance Communications Limited,Reliance Communications Limited,5,INDIA,TELECOM,TELECOMMUNICATIONS - SERVICE,
RECLTD,INE020B01018,Rural Electrification Corporation Limited,Rural Electrification Corporation Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - TERM LENDING INSTITUTIONS,
REDINGTON,INE891D01026,Redington (India) Limited,Redington (India) Limited,2,INDIA,IT,COMPUTERS - HARDWARE,
REFEX,INE056I01017,Refex Industries Limited,Refex Industries Limited,10,INDIA,,#N/A,
REGENCERAM,INE277C01012,Regency Ceramics Limited,Regency Ceramics Limited,10,INDIA,,#N/A,
RELAXO,INE131B01039,Relaxo Footwears Limited,Relaxo Footwears Limited,1,INDIA,CONSUMER GOODS,LEATHER PRODUCTS,
RELCAPITAL,INE013A01015,Reliance Capital Limited,Reliance Capital Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - INVESTMENTS,
RELCNX100,INF204K014N5,,,,INDIA,,#N/A,
RELCONS,INF204KA1LD7,,,,INDIA,,#N/A,
RELDIVOPP,INF204KA1MS3,,,,INDIA,,#N/A,
RELIABLE,INE375Y01018,,,,INDIA,,#N/A,
RELIANCE,INE002A01018,Reliance Industries Limited,Reliance Industries Limited,10,INDIA,ENERGY,REFINERIES,
RELIFIN,INE958G07858,,,,INDIA,,#N/A,
RELIGARE,INE621H01010,Religare Enterprises Limited,Religare Enterprises Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - INVESTMENTS,
RELINFRA,INE036A01016,Reliance Infrastructure Limited,Reliance Infrastructure Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
RELNV20,INF204KA17D8,,,,INDIA,,#N/A,
REMSONSIND,INE474C01015,Remsons Industries Limited,Remsons Industries Limited,10,INDIA,,#N/A,
RENUKA,INE087H01022,Shree Renuka Sugars Limited,Shree Renuka Sugars Limited,1,INDIA,CONSUMER GOODS,SUGAR,
REPCOHOME,INE612J01015,Repco Home Finance Limited,Repco Home Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
REPL,INE364Z01019,,,,INDIA,,#N/A,
REPRO,INE461B01014,Repro India Limited,Repro India Limited,10,INDIA,,#N/A,
RESPONIND,INE688D01026,Responsive Industries Limited,Responsive Industries Limited,1,INDIA,,#N/A,
REVATHI,INE617A01013,Revathi Equipment Limited,Revathi Equipment Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
RHFL,INE217K01011,Reliance Home Finance Limited,Reliance Home Finance Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
RICOAUTO,INE209B01025,Rico Auto Industries Limited,Rico Auto Industries Limited,1,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
RIIL,INE046A01015,Reliance Industrial Infrastructure Limited,Reliance Industrial Infrastructure Limited,10,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
RITES,INE320J01015,,,,INDIA,,#N/A,
RJL,INE722H01016,Renaissance Jewellery Limited,Renaissance Jewellery Limited,10,INDIA,,#N/A,
RKDL,INE722J01012,Ravi Kumar Distilleries Limited,Ravi Kumar Distilleries Limited,10,INDIA,,#N/A,
RKEC,INE786W01010,,,,INDIA,,#N/A,
RKFORGE,INE399G01015,Ramkrishna Forgings Limited,Ramkrishna Forgings Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
RMCL,INE172H01014,Radha Madhav Corporation Limited,Radha Madhav Corporation Limited,10,INDIA,,#N/A,
RMDRIP,INE219Y01018,,,,INDIA,,#N/A,
RML,INE050H01012,Rane (Madras) Limited,Rane (Madras) Limited,10,INDIA,,#N/A,
RNAM,INE298J01013,,,,INDIA,,#N/A,
RNAVAL,INE542F01012,Reliance Naval and Engineering Limited,Reliance Naval and Engineering Limited,10,INDIA,INDUSTRIAL MANUFACTURING,SHIPPING,
ROHITFERRO,INE248H01012,,,,INDIA,,#N/A,
ROHLTD,INE283H01019,Royal Orchid Hotels Limited,Royal Orchid Hotels Limited,10,INDIA,SERVICES,HOTELS,
ROLLT,INE927A01040,Rollatainers Limited,Rollatainers Limited,1,INDIA,,#N/A,
ROLTA,INE293A01013,Rolta India Limited,Rolta India Limited,10,INDIA,IT,COMPUTERS - SOFTWARE,IT
ROSSELLIND,INE847C01020,Rossell India Limited,Rossell India Limited,2,INDIA,,#N/A,
RPGLIFE,INE105J01010,RPG Life Sciences Limited,RPG Life Sciences Limited,8,INDIA,,#N/A,
RPOWER,INE614G01033,Reliance Power Limited,Reliance Power Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
RPPINFRA,INE324L01013,R.P.P. Infra Projects Limited,R.P.P. Infra Projects Limited,10,INDIA,CONSTRUCTION,#N/A,
RSSOFTWARE,INE165B01029,R. S. Software (India) Limited,R. S. Software (India) Limited,5,INDIA,IT,#N/A,
RSWM,INE611A01016,RSWM Limited,RSWM Limited,10,INDIA,,#N/A,
RSYSTEMS,INE411H01032,R Systems International Limited,R Systems International Limited,1,INDIA,,#N/A,
RTNINFRA,INE834M01019,RattanIndia Infrastructure Limited,RattanIndia Infrastructure Limited,2,INDIA,CONSTRUCTION,#N/A,
RTNPOWER,INE399K01017,RattanIndia Power Limited,RattanIndia Power Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
RUBYMILLS,INE301D01026,The Ruby Mills Limited,The Ruby Mills Limited,5,INDIA,,#N/A,
RUCHIRA,INE803H01014,Ruchira Papers Limited,Ruchira Papers Limited,10,INDIA,,#N/A,
RUCHISOYA,INE619A01027,Ruchi Soya Industries Limited,Ruchi Soya Industries Limited,2,INDIA,,#N/A,
RUPA,INE895B01021,Rupa & Company Limited,Rupa & Company Limited,1,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
RUSHIL,INE573K01017,Rushil Decor Limited,Rushil Decor Limited,10,INDIA,,#N/A,
SABEVENTS,INE860T01019,Sab Events & Governance Now Media Limited,Sab Events & Governance Now Media Limited,10,INDIA,,#N/A,
SABTN,INE416A01036,Sri Adhikari Brothers Television Network Limited,Sri Adhikari Brothers Television Network Limited,10,INDIA,,#N/A,
SADBHAV,INE226H01026,Sadbhav Engineering Limited,Sadbhav Engineering Limited,1,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
SADBHIN,INE764L01010,Sadbhav Infrastructure Project Limited,Sadbhav Infrastructure Project Limited,10,INDIA,CONSTRUCTION,#N/A,
SAGCEM,INE229C01013,Sagar Cements Limited,Sagar Cements Limited,10,INDIA,,#N/A,
SAIL,INE114A01011,Steel Authority of India Limited,Steel Authority of India Limited,10,INDIA,METALS,STEEL - LARGE,
SAKHTISUG,INE623A01011,Sakthi Sugars Limited,Sakthi Sugars Limited,10,INDIA,CONSUMER GOODS,SUGAR,
SAKSOFT,INE667G01015,Saksoft Limited,Saksoft Limited,10,INDIA,,#N/A,
SAKUMA,INE190H01016,Sakuma Exports Limited,Sakuma Exports Limited,10,INDIA,,#N/A,
SALASAR,INE170V01019,Salasar Techno Engineering Limited,Salasar Techno Engineering Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
SALONA,INE498E01010,Salona Cotspin Limited,Salona Cotspin Limited,10,INDIA,,#N/A,
SALORAINTL,INE924A01013,Salora International Limited,Salora International Limited,10,INDIA,,#N/A,
SALSTEEL,INE658G01014,S.A.L. Steel Limited,S.A.L. Steel Limited,10,INDIA,METALS,#N/A,
SALZERELEC,INE457F01013,Salzer Electronics Limited,Salzer Electronics Limited,10,INDIA,,#N/A,
SAMBHAAV,INE699B01027,Sambhaav Media Limited,Sambhaav Media Limited,1,INDIA,,#N/A,
SANCO,INE782L01012,Sanco Industries Limited,Sanco Industries Limited,10,INDIA,,#N/A,
SANDESH,INE583B01015,The Sandesh Limited,The Sandesh Limited,10,INDIA,,#N/A,
SANDHAR,INE278H01035,,,,INDIA,,#N/A,
SANGAMIND,INE495C01010,Sangam (India) Limited,Sangam (India) Limited,10,INDIA,,#N/A,
SANGHIIND,INE999B01013,Sanghi Industries Limited,Sanghi Industries Limited,10,INDIA,,#N/A,
SANGHVIFOR,INE263L01013,Sanghvi Forging and Engineering Limited,Sanghvi Forging and Engineering Limited,10,INDIA,INDUSTRIAL MANUFACTURING,#N/A,
SANGHVIMOV,INE989A01024,Sanghvi Movers Limited,Sanghvi Movers Limited,2,INDIA,,#N/A,
SANGINITA,INE753W01010,,,,INDIA,,#N/A,
SANOFI,INE058A01010,Sanofi India Limited,Sanofi India Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
SANWARIA,INE890C01046,Sanwaria Consumer Limited,Sanwaria Consumer Limited,1,INDIA,,#N/A,
SARDAEN,INE385C01013,Sarda Energy & Minerals Limited,Sarda Energy & Minerals Limited,10,INDIA,,#N/A,
SAREGAMA,INE979A01017,Saregama India Limited,Saregama India Limited,10,INDIA,,#N/A,
SARLAPOLY,INE453D01025,Sarla Performance Fibers Limited,Sarla Performance Fibers Limited,1,INDIA,,#N/A,
SARVESHWAR,INE324X01018,,,,INDIA,,#N/A,
SASKEN,INE231F01020,Sasken Technologies Limited,Sasken Technologies Limited,10,INDIA,,#N/A,
SASTASUNDR,INE019J01013,Sastasundar Ventures Limited,Sastasundar Ventures Limited,10,INDIA,,#N/A,
SATHAISPAT,INE176C01016,Sathavahana Ispat Limited,Sathavahana Ispat Limited,10,INDIA,,#N/A,
SATIN,INE836B01017,Satin Creditcare Network Limited,Satin Creditcare Network Limited,10,INDIA,,#N/A,
SBILIFE,INE123W01016,SBI Life Insurance Company Ltd.,SBI Life Insurance Company Ltd.,,INDIA,FINANCIAL SERVICES,FINANCE - GENERAL,
SBIN,INE062A01020,State Bank of India,State Bank of India,1,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
SCAPDVR,INE224E01036,,,,INDIA,,#N/A,
SCHAEFFLER,INE513A01014,Schaeffler India Limited,Schaeffler India Limited,10,INDIA,INDUSTRIAL MANUFACTURING,BEARINGS,
SCHAND,INE807K01035,S Chand And Company Limited,S Chand And Company Limited,5,INDIA,,#N/A,
SCHNEIDER,INE839M01018,Schneider Electric Infrastructure Limited,Schneider Electric Infrastructure Limited,2,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,ENERGY
SCI,INE109A01011,Shipping Corporation Of India Limited,Shipping Corporation Of India Limited,10,INDIA,SERVICES,SHIPPING,
SDBL,INE480C01012,Som Distilleries & Breweries Limited,Som Distilleries & Breweries Limited,10,INDIA,,#N/A,
SEAMECLTD,INE497B01018,Seamec Limited,Seamec Limited,10,INDIA,,#N/A,
SECURCRED,INE195Y01010,,,,INDIA,,#N/A,
SELAN,INE818A01017,Selan Exploration Technology Limited,Selan Exploration Technology Limited,10,INDIA,,#N/A,
SELMCL,INE105I01012,SEL Manufacturing Company Limited,SEL Manufacturing Company Limited,10,INDIA,,#N/A,
SEPOWER,INE735M01018,S.E. Power Limited,S.E. Power Limited,10,INDIA,,#N/A,
SEQUENT,INE807F01027,Sequent Scientific Limited,Sequent Scientific Limited,2,INDIA,PHARMA,PHARMACEUTICALS,CONSUMER GOODS
SESHAPAPER,INE630A01016,Seshasayee Paper and Boards Limited,Seshasayee Paper and Boards Limited,10,INDIA,,#N/A,
SETCO,INE878E01021,Setco Automotive Limited,Setco Automotive Limited,2,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
SETFGOLD,INF200K01099,,,,INDIA,,#N/A,
SETFNIF50,INF200KA1FS1,,,,INDIA,,#N/A,
SETFNIFBK,INF200KA1580,,,,INDIA,,#N/A,
SETFNN50,INF200KA1598,,,,INDIA,,#N/A,
SEZAL,INE955I01036,Sezal Glass Limited,Sezal Glass Limited,10,INDIA,,#N/A,
SFL,INE916U01025,Sheela Foam Limited,Sheela Foam Limited,5,INDIA,CONSUMER GOODS,MISCELLANEOUS,
SGBAUG24,IN0020160027,,,,INDIA,,#N/A,
SGBFEB24,IN0020150101,,,,INDIA,,#N/A,
SGBJAN26,IN0020170166,,,,INDIA,,#N/A,
SGBJUL25,IN0020170034,,,,INDIA,,#N/A,
SGBMAR24,IN0020150119,,,,INDIA,,#N/A,
SGBMAR25,IN0020160126,,,,INDIA,,#N/A,
SGBMAY25,IN0020170018,,,,INDIA,,#N/A,
SGBMAY26,IN0020180033,,,,INDIA,,#N/A,
SGBNOV23,IN0020150085,,,,INDIA,,#N/A,
SGBNOV24,IN0020160076,,,,INDIA,,#N/A,
SGBNOV25,IN0020170091,,,,INDIA,,#N/A,
SGBNOV25VI,IN0020170083,,,,INDIA,,#N/A,
SGBOCT25,IN0020170059,,,,INDIA,,#N/A,
SGBSEP24,IN0020160043,,,,INDIA,,#N/A,
SGL,INE353H01010,STL Global Limited,STL Global Limited,10,INDIA,,#N/A,
SHAHALLOYS,INE640C01011,Shah Alloys Limited,Shah Alloys Limited,10,INDIA,,#N/A,
SHAKTIPUMP,INE908D01010,Shakti Pumps (India) Limited,Shakti Pumps (India) Limited,10,INDIA,,#N/A,
SHALBY,INE597J01018,,,,INDIA,,#N/A,
SHALPAINTS,INE849C01026,Shalimar Paints Limited,Shalimar Paints Limited,2,INDIA,,#N/A,
SHANKARA,INE274V01019,Shankara Building Products Limited,Shankara Building Products Limited,10,INDIA,METALS,#N/A,
SHANTIGEAR,INE631A01022,Shanthi Gears Limited,Shanthi Gears Limited,1,INDIA,,#N/A,
SHARDACROP,INE221J01015,Sharda Cropchem Limited,Sharda Cropchem Limited,10,INDIA,FERTILISERS & PESTICIDES,PESTICIDES & AGRO CHEMICALS,FERTILISERS & PESTICIDES
SHARDAMOTR,INE597I01010,Sharda Motor Industries Limited,Sharda Motor Industries Limited,10,INDIA,,#N/A,
SHARIABEES,INF732E01128,,,,INDIA,,#N/A,
SHARONBIO,INE028B01029,Sharon Bio-Medicine Limited,Sharon Bio-Medicine Limited,2,INDIA,,#N/A,
SHEMAROO,INE363M01019,Shemaroo Entertainment Limited,Shemaroo Entertainment Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
SHILPAMED,INE790G01031,Shilpa Medicare Limited,Shilpa Medicare Limited,1,INDIA,PHARMA,PHARMACEUTICALS,CONSUMER GOODS
SHILPI,INE510K01019,Shilpi Cable Technologies Limited,Shilpi Cable Technologies Limited,10,INDIA,,#N/A,
SHIRPUR-G,INE196B01016,Shirpur Gold Refinery Limited,Shirpur Gold Refinery Limited,10,INDIA,,#N/A,
SHIVAMAUTO,INE637H01024,Shivam Autotech Limited,Shivam Autotech Limited,2,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
SHIVAMILLS,INE644Y01017,,,,INDIA,,#N/A,
SHIVATEX,INE705C01020,,,,INDIA,,#N/A,
SHK,INE500L01026,S H Kelkar and Company Limited,S H Kelkar and Company Limited,10,INDIA,CONSUMER GOODS,CHEMICALS,
