symbol,isin,stock_name,issuer_name,face_value,country,industry,outstanding_shares,
IMPEXFERRO,INE691G01015,,,,INDIA,,#N/A,
INDBANK,INE841B01017,Indbank Merchant Banking Services Limited,Indbank Merchant Banking Services Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
INDHOTEL,INE053A01029,The Indian Hotels Company Limited,The Indian Hotels Company Limited,1,INDIA,SERVICES,HOTELS,
INDIACEM,INE383A01012,The India Cements Limited,The India Cements Limited,10,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
INDIAGLYCO,INE560A01015,India Glycols Limited,India Glycols Limited,10,INDIA,,#N/A,
INDIANB,INE562A01011,Indian Bank,Indian Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
INDIANCARD,INE061A01014,Indian Card Clothing Company Limited,Indian Card Clothing Company Limited,10,INDIA,INDUSTRIAL MANUFACTURING,TEXTILES - MACHINERY,
INDIANHUME,INE323C01030,Indian Hume Pipe Company Limited,Indian Hume Pipe Company Limited,2,INDIA,,#N/A,
INDIGO,INE646L01027,InterGlobe Aviation Limited,InterGlobe Aviation Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
INDIGRID,INE219X23014,,,,INDIA,,#N/A,
INDLMETER,INE065B01013,IMP Powers Limited,IMP Powers Limited,10,INDIA,,#N/A,
INDNIPPON,INE092B01025,India Nippon Electricals Limited,India Nippon Electricals Limited,10,INDIA,,#N/A,
INDOCO,INE873D01024,Indoco Remedies Limited,Indoco Remedies Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
INDORAMA,INE156A01020,Indo Rama Synthetics (India) Limited,Indo Rama Synthetics (India) Limited,10,INDIA,,#N/A,
INDOSOLAR,INE866K01015,Indosolar Limited,Indosolar Limited,10,INDIA,,#N/A,
INDOSTAR,INE896L01010,,,,INDIA,,#N/A,
INDOTECH,INE332H01014,Indo Tech Transformers Limited,Indo Tech Transformers Limited,10,INDIA,,#N/A,
INDOTHAI,INE337M01013,Indo Thai Securities Limited,Indo Thai Securities Limited,10,INDIA,,#N/A,
INDOWIND,INE227G01018,Indowind Energy Limited,Indowind Energy Limited,10,INDIA,,#N/A,
INDRAMEDCO,INE681B01017,Indraprastha Medical Corporation Limited,Indraprastha Medical Corporation Limited,10,INDIA,,#N/A,
INDSWFTLAB,INE915B01019,Ind-Swift Laboratories Limited,Ind-Swift Laboratories Limited,10,INDIA,,#N/A,
INDSWFTLTD,INE788B01028,Ind-Swift Limited,Ind-Swift Limited,2,INDIA,,#N/A,
INDTERRAIN,INE611L01021,Indian Terrain Fashions Limited,Indian Terrain Fashions Limited,2,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
INDUSINDBK,INE095A01012,IndusInd Bank Limited,IndusInd Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
INEOSSTYRO,INE189B01011,INEOS Styrolution India Limited,INEOS Styrolution India Limited,10,INDIA,CHEMICALS,CHEMICALS,
INFIBEAM,INE483S01020,Infibeam Incorporation Limited,Infibeam Incorporation Limited,1,INDIA,IT,MISCELLANEOUS,
INFINITE,INE486J01014,Infinite Computer Solutions (India) Limited,Infinite Computer Solutions (India) Limited,10,INDIA,IT,#N/A,
INFOBEAN,INE344S01016,,,,INDIA,,#N/A,
INFRABEES,INF732E01268,,,,INDIA,,#N/A,
INFRATEL,INE121J01017,Bharti Infratel Limited,Bharti Infratel Limited,10,INDIA,TELECOM,TELECOMMUNICATIONS - EQUIPMENT,
INFY,INE009A01021,Infosys Limited,Infosys Limited,5,INDIA,IT,COMPUTERS - SOFTWARE,
INGERRAND,INE177A01018,Ingersoll Rand (India) Limited,Ingersoll Rand (India) Limited,10,INDIA,#N/A,COMPRESSORS,#N/A
INNOVANA,INE403Y01018,,,,INDIA,,#N/A,
INNOVATIVE,INE070Y01015,,,,INDIA,,#N/A,
INOXLEISUR,INE312H01016,INOX Leisure Limited,INOX Leisure Limited,10,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
INOXWIND,INE066P01011,Inox Wind Limited,Inox Wind Limited,10,INDIA,INDUSTRIAL MANUFACTURING,POWER - GENERATION & DISTRIBUTION,
INSECTICID,INE070I01018,Insecticides (India) Limited,Insecticides (India) Limited,10,INDIA,,#N/A,
INTELLECT,INE306R01017,Intellect Design Arena Limited,Intellect Design Arena Limited,5,INDIA,IT,COMPUTERS - SOFTWARE,
INTENTECH,INE781A01025,Intense Technologies Limited,Intense Technologies Limited,2,INDIA,IT,COMPUTERS - SOFTWARE,
INVENTURE,INE878H01016,Inventure Growth & Securities Limited,Inventure Growth & Securities Limited,10,INDIA,,#N/A,
IOB,INE565A01014,Indian Overseas Bank,Indian Overseas Bank,10,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
IOC,INE242A01010,Indian Oil Corporation Limited,Indian Oil Corporation Limited,10,INDIA,ENERGY,REFINERIES,
IOLCP,INE485C01011,IOL Chemicals and Pharmaceuticals Limited,IOL Chemicals and Pharmaceuticals Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
IPAPPM,INE435A01028,International Paper APPM Limited,International Paper APPM Limited,10,INDIA,,#N/A,
IPCALAB,INE571A01020,IPCA Laboratories Limited,IPCA Laboratories Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
IRB,INE821I01014,IRB Infrastructure Developers Limited,IRB Infrastructure Developers Limited,10,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
IRBINVIT,INE183W23014,,,,INDIA,,#N/A,
IRFC,INE053F07520,,,,INDIA,,#N/A,
ISEC,INE763G01038,,,,INDIA,,#N/A,
ISFT,INE566K01011,Intrasoft Technologies Limited,Intrasoft Technologies Limited,10,INDIA,,RETAIL,
ISMTLTD,INE732F01019,ISMT Limited,ISMT Limited,5,INDIA,,#N/A,
ITC,INE154A01025,ITC Limited,ITC Limited,1,INDIA,CONSUMER GOODS,CIGARETTES,
ITDC,INE353K01014,India Tourism Development Corporation Limited,India Tourism Development Corporation Limited,10,INDIA,SERVICES,#N/A,
ITDCEM,INE686A01026,ITD Cementation India Limited,ITD Cementation India Limited,1,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
ITI,INE248A01017,ITI Limited,ITI Limited,10,INDIA,TELECOM,#N/A,
IVC,INE050B01023,IL&FS Investment Managers Limited,IL&FS Investment Managers Limited,2,INDIA,,#N/A,
IVP,INE043C01018,IVP Limited,IVP Limited,10,INDIA,,#N/A,
IVRCLINFRA,INE875A01025,IVRCL Limited,IVRCL Limited,2,INDIA,,#N/A,
IVZINGOLD,INF205K01361,,,,INDIA,,#N/A,
IVZINNIFTY,INF205K01DA9,,,,INDIA,,#N/A,
IZMO,INE848A01014,IZMO Limited,IZMO Limited,10,INDIA,,#N/A,
J&KBANK,INE168A01041,The Jammu & Kashmir Bank Limited,The Jammu & Kashmir Bank Limited,1,INDIA,FINANCIAL SERVICES,BANKS - PUBLIC SECTOR,
JAGRAN,INE199G01027,Jagran Prakashan Limited,Jagran Prakashan Limited,2,INDIA,MEDIA & ENTERTAINMENT,MEDIA & ENTERTAINMENT,
JAGSNPHARM,INE048B01027,Jagsonpal Pharmaceuticals Limited,Jagsonpal Pharmaceuticals Limited,5,INDIA,PHARMA,PHARMACEUTICALS,
JAIBALAJI,INE091G01018,Jai Balaji Industries Limited,Jai Balaji Industries Limited,10,INDIA,,#N/A,
JAICORPLTD,INE070D01027,Jai Corp Limited,Jai Corp Limited,1,INDIA,INDUSTRIAL MANUFACTURING,STEEL - GP & GC SHEETS,
JAKHARIA,INE00N401018,,,,INDIA,,#N/A,
JAMNAAUTO,INE039C01032,Jamna Auto Industries Limited,Jamna Auto Industries Limited,5,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
JASH,INE039O01011,,,,INDIA,,#N/A,
JAYAGROGN,INE785A01026,Jayant Agro Organics Limited,Jayant Agro Organics Limited,5,INDIA,,#N/A,
JAYBARMARU,INE571B01028,Jay Bharat Maruti Limited,Jay Bharat Maruti Limited,5,INDIA,,#N/A,
JAYNECOIND,INE854B01010,Jayaswal Neco Industries Limited,Jayaswal Neco Industries Limited,10,INDIA,,#N/A,
JAYSREETEA,INE364A01020,Jayshree Tea & Industries Limited,Jayshree Tea & Industries Limited,5,INDIA,,#N/A,
JBCHEPHARM,INE572A01028,JB Chemicals & Pharmaceuticals Limited,JB Chemicals & Pharmaceuticals Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
JBFIND,INE187A01017,JBF Industries Limited,JBF Industries Limited,10,INDIA,TEXTILES,TEXTILES - MANMADE,
JBMA,INE927D01028,JBM Auto Limited,JBM Auto Limited,5,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
JCHAC,INE782A01015,Johnson Controls -Hitachi Air Conditioning India Limited,Johnson Controls -Hitachi Air Conditioning India Limited,10,INDIA,CONSUMER GOODS,CONSUMER GOODS - WHITE GOODS,
JETAIRWAYS,INE802G01018,Jet Airways (India) Limited,Jet Airways (India) Limited,10,INDIA,SERVICES,TRANSPORT & LOGISTICS,
JHS,INE544H01014,JHS Svendgaard Laboratories Limited,JHS Svendgaard Laboratories Limited,10,INDIA,,#N/A,
JINDALPHOT,INE796G01012,Jindal Photo Limited,Jindal Photo Limited,10,INDIA,,#N/A,
JINDALPOLY,INE197D01010,Jindal Poly Films Limited,Jindal Poly Films Limited,10,INDIA,INDUSTRIAL MANUFACTURING,PACKAGING,
JINDALSAW,INE324A01024,Jindal Saw Limited,Jindal Saw Limited,2,INDIA,METALS,STEEL - TUBES & PIPES,
JINDALSTEL,INE749A01030,Jindal Steel & Power Limited,Jindal Steel & Power Limited,1,INDIA,METALS,STEEL - SPONGE IRON,
JINDCOT,INE904J01016,Jindal Cotex Limited,Jindal Cotex Limited,10,INDIA,,#N/A,
JINDRILL,INE742C01031,Jindal Drilling And Industries Limited,Jindal Drilling And Industries Limited,5,INDIA,,#N/A,
JINDWORLD,INE247D01021,Jindal Worldwide Limited,Jindal Worldwide Limited,10,INDIA,,#N/A,
JISLDVREQS,IN9175A01010,Jain Irrigation Systems Limited,Jain Irrigation Systems Limited,2,INDIA,,#N/A,
JISLJALEQS,INE175A01038,Jain Irrigation Systems Limited,Jain Irrigation Systems Limited,2,INDIA,INDUSTRIAL MANUFACTURING,PLASTICS,
JITFINFRA,INE863T01013,JITF Infralogistics Limited,JITF Infralogistics Limited,2,INDIA,SERVICES,TRANSPORT & LOGISTICS,
JKCEMENT,INE823G01014,JK Cement Limited,JK Cement Limited,10,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
JKIL,INE576I01022,J.Kumar Infraprojects Limited,J.Kumar Infraprojects Limited,5,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
JKLAKSHMI,INE786A01032,JK Lakshmi Cement Limited,JK Lakshmi Cement Limited,5,INDIA,CEMENT & CEMENT PRODUCTS,CEMENT - MAJOR,
JKPAPER,INE789E01012,JK Paper Limited,JK Paper Limited,10,INDIA,,#N/A,
JKTYRE,INE573A01042,JK Tyre & Industries Limited,JK Tyre & Industries Limited,2,INDIA,AUTOMOBILE,TYRES,
JMA,INE412C01015,Jullundur Motor Agency (Delhi) Limited,Jullundur Motor Agency (Delhi) Limited,10,INDIA,,#N/A,
JMCPROJECT,INE890A01016,JMC Projects (India)  Limited,JMC Projects (India)  Limited,10,INDIA,,#N/A,
JMFINANCIL,INE780C01023,JM Financial Limited,JM Financial Limited,1,INDIA,FINANCIAL SERVICES,FINANCE - INVESTMENTS,
JMTAUTOLTD,INE988E01036,JMT Auto Limited,JMT Auto Limited,1,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
JOCIL,INE839G01010,Jocil Limited,Jocil Limited,10,INDIA,,#N/A,
JPASSOCIAT,INE455F01025,Jaiprakash Associates Limited,Jaiprakash Associates Limited,2,INDIA,CEMENT & CEMENT PRODUCTS,INFRASTRUCTURE - GENERAL,
JPINFRATEC,INE099J01015,Jaypee Infratech Limited,Jaypee Infratech Limited,10,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
JPOLYINVST,INE147P01019,Jindal Poly Investment and Finance Company Limited,Jindal Poly Investment and Finance Company Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
JPPOWER,INE351F01018,Jaiprakash Power Ventures Limited,Jaiprakash Power Ventures Limited,10,INDIA,ENERGY,#N/A,
JSL,INE220G01021,Jindal Stainless Limited,Jindal Stainless Limited,2,INDIA,METALS,#N/A,
JSLHISAR,INE455T01018,Jindal Stainless (Hisar) Limited,Jindal Stainless (Hisar) Limited,2,INDIA,METALS,STEEL - LARGE,
JSWENERGY,INE121E01018,JSW Energy Limited,JSW Energy Limited,10,INDIA,ENERGY,POWER - GENERATION & DISTRIBUTION,
JSWHL,INE824G01012,JSW Holdings Limited,JSW Holdings Limited,10,INDIA,,#N/A,
JSWSTEEL,INE019A01038,JSW Steel Limited,JSW Steel Limited,1,INDIA,METALS,STEEL - LARGE,
JTEKTINDIA,INE643A01035,,,,INDIA,,#N/A,
JUBILANT,INE700A01033,Jubilant Life Sciences Limited,Jubilant Life Sciences Limited,1,INDIA,PHARMA,PHARMACEUTICALS,
JUBLFOOD,INE797F01012,Jubilant Foodworks Limited,Jubilant Foodworks Limited,10,INDIA,CONSUMER GOODS,MISCELLANEOUS,
JUBLINDS,INE645L01011,Jubilant Industries Limited,Jubilant Industries Limited,10,INDIA,,#N/A,
JUNIORBEES,INF732E01045,,,,INDIA,,#N/A,
JUSTDIAL,INE599M01018,Just Dial Limited,Just Dial Limited,10,INDIA,IT,MISCELLANEOUS,
JVLAGRO,INE430G01026,JVL Agro Industries Limited,JVL Agro Industries Limited,1,INDIA,,#N/A,
JYOTHYLAB,INE668F01031,Jyothy Laboratories Limited,Jyothy Laboratories Limited,1,INDIA,CONSUMER GOODS,PERSONAL CARE,
JYOTISTRUC,INE197A01024,Jyoti Structures Limited,Jyoti Structures Limited,2,INDIA,,#N/A,
KABRAEXTRU,INE900B01029,Kabra Extrusion Technik Limited,Kabra Extrusion Technik Limited,5,INDIA,,#N/A,
KAJARIACER,INE217B01036,Kajaria Ceramics Limited,Kajaria Ceramics Limited,1,INDIA,CONSTRUCTION,CERAMICS & GRANITE,
KAKATCEM,INE437B01014,Kakatiya Cement Sugar & Industries Limited,Kakatiya Cement Sugar & Industries Limited,10,INDIA,CONSUMER GOODS,SUGAR,
KALPATPOWR,INE220B01022,Kalpataru Power Transmission Limited,Kalpataru Power Transmission Limited,2,INDIA,ENERGY,POWER - TRANSMISSION & EQUIPMENT,
KALYANIFRG,INE314G01014,Kalyani Forge Limited,Kalyani Forge Limited,10,INDIA,,#N/A,
KAMATHOTEL,INE967C01018,Kamat Hotels (I) Limited,Kamat Hotels (I) Limited,10,INDIA,SERVICES,HOTELS,
KAMDHENU,INE390H01012,Kamdhenu Limited,Kamdhenu Limited,10,INDIA,,#N/A,
KANANIIND,INE879E01037,Kanani Industries Limited,Kanani Industries Limited,1,INDIA,,#N/A,
KANORICHEM,INE138C01024,Kanoria Chemicals & Industries Limited,Kanoria Chemicals & Industries Limited,5,INDIA,CHEMICALS,CHEMICALS,
KANSAINER,INE531A01024,Kansai Nerolac Paints Limited,Kansai Nerolac Paints Limited,1,INDIA,CONSUMER GOODS,PAINTS & VARNISHES,
KAPSTON,INE542Z01010,,,,INDIA,,#N/A,
KARDA,INE278R01018,,,,INDIA,,#N/A,
KARMAENG,INE725L01011,Karma Energy Limited,Karma Energy Limited,10,INDIA,,#N/A,
KARURVYSYA,INE036D01028,Karur Vysya Bank Limited,Karur Vysya Bank Limited,2,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
KAUSHALYA,INE234I01010,,,,INDIA,,#N/A,
KAVVERITEL,INE641C01019,Kavveri Telecom Products Limited,Kavveri Telecom Products Limited,10,INDIA,,#N/A,
KAYA,INE587G01015,Kaya Limited,Kaya Limited,10,INDIA,,#N/A,
KCP,INE805C01028,KCP Limited,KCP Limited,1,INDIA,,#N/A,
KCPSUGIND,INE790B01024,KCP Sugar and Industries Corporation Limited,KCP Sugar and Industries Corporation Limited,1,INDIA,CONSUMER GOODS,SUGAR,
KDDL,INE291D01011,KDDL Limited,KDDL Limited,10,INDIA,,#N/A,
KEC,INE389H01022,KEC International Limited,KEC International Limited,2,INDIA,CONSTRUCTION,POWER - TRANSMISSION & EQUIPMENT,
KECL,INE134B01017,Kirloskar Electric Company Limited,Kirloskar Electric Company Limited,10,INDIA,,#N/A,
KEERTI,INE586X01012,,,,INDIA,,#N/A,
KEI,INE878B01027,KEI Industries Limited,KEI Industries Limited,2,INDIA,,#N/A,
KELLTONTEC,INE164B01022,Kellton Tech Solutions Limited,Kellton Tech Solutions Limited,5,INDIA,,#N/A,
KERNEX,INE202H01019,Kernex Microsystems (India) Limited,Kernex Microsystems (India) Limited,10,INDIA,,#N/A,
KESARENT,INE133B01019,Kesar Enterprises Limited,Kesar Enterprises Limited,10,INDIA,,#N/A,
KESORAMIND,INE087A01019,Kesoram Industries Limited,Kesoram Industries Limited,10,INDIA,CEMENT & CEMENT PRODUCTS,DIVERSIFIED,
KEYCORPSER,INE681C01015,Keynote Corporate Services Limited,Keynote Corporate Services Limited,10,INDIA,,#N/A,
KGL,INE299C01024,Karuturi Global Limited,Karuturi Global Limited,1,INDIA,,#N/A,
KHADIM,INE834I01025,,,,INDIA,,#N/A,
KHAITANELE,INE761A01019,Khaitan Electricals Limited,Khaitan Electricals Limited,10,INDIA,,#N/A,
KHAITANLTD,INE731C01018,Khaitan (India) Limited,Khaitan (India) Limited,10,INDIA,,#N/A,
KHANDSE,INE060B01014,Khandwala Securities Limited,Khandwala Securities Limited,10,INDIA,,#N/A,
KICL,INE029L01018,Kalyani Investment Company Limited,Kalyani Investment Company Limited,10,INDIA,,#N/A,
KILITCH,INE729D01010,Kilitch Drugs (India) Limited,Kilitch Drugs (India) Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
KINGFA,INE473D01015,Kingfa Science & Technology (India) Limited,Kingfa Science & Technology (India) Limited,10,INDIA,,PLASTICS,
KIOCL,INE880L01014,KIOCL Limited,KIOCL Limited,10,INDIA,METALS,#N/A,
KIRIINDUS,INE415I01015,Kiri Industries Limited,Kiri Industries Limited,10,INDIA,,#N/A,
KIRLOSBROS,INE732A01036,Kirloskar Brothers Limited,Kirloskar Brothers Limited,2,INDIA,,#N/A,
KIRLOSENG,INE146L01010,Kirloskar Oil Engines Limited,Kirloskar Oil Engines Limited,2,INDIA,INDUSTRIAL MANUFACTURING,ENGINES,INDUSTRIAL MANUFACTURING
KIRLOSIND,INE250A01039,Kirloskar Industries Limited,Kirloskar Industries Limited,10,INDIA,,#N/A,
KITEX,INE602G01020,Kitex Garments Limited,Kitex Garments Limited,1,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
KKCL,INE401H01017,Kewal Kiran Clothing Limited,Kewal Kiran Clothing Limited,10,INDIA,TEXTILES,TEXTILES - GENERAL,
KMSUGAR,INE157H01023,K.M.Sugar Mills Limited,K.M.Sugar Mills Limited,2,INDIA,CONSUMER GOODS,SUGAR,
KNRCON,INE634I01029,KNR Constructions Limited,KNR Constructions Limited,2,INDIA,CONSTRUCTION,CONSTRUCTION & CONTRACTING - CIVIL,
KOHINOOR,INE080B01012,Kohinoor Foods Limited,Kohinoor Foods Limited,10,INDIA,CONSUMER GOODS,FOOD PROCESSING,
KOKUYOCMLN,INE760A01029,Kokuyo Camlin Limited,Kokuyo Camlin Limited,1,INDIA,,#N/A,
KOLTEPATIL,INE094I01018,Kolte - Patil Developers Limited,Kolte - Patil Developers Limited,10,INDIA,CONSTRUCTION,#N/A,
KOPRAN,INE082A01010,Kopran Limited,Kopran Limited,10,INDIA,,#N/A,
KOTAKBANK,INE237A01028,Kotak Mahindra Bank Limited,Kotak Mahindra Bank Limited,5,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
KOTAKBKETF,INF174K01F59,,,,INDIA,,#N/A,
KOTAKGOLD,INF373I01049,,,,INDIA,,#N/A,
KOTAKNIFTY,INF174K014P6,,,,INDIA,,#N/A,
KOTAKNV20,INF174K01Z71,,,,INDIA,,#N/A,
KOTAKPSUBK,INF373I01023,,,,INDIA,,#N/A,
KOTARISUG,INE419A01022,Kothari Sugars And Chemicals Limited,Kothari Sugars And Chemicals Limited,10,INDIA,CONSUMER GOODS,SUGAR,
KOTHARIPET,INE720A01015,Kothari Petrochemicals Limited,Kothari Petrochemicals Limited,10,INDIA,CHEMICALS,CHEMICALS,
KOTHARIPRO,INE823A01017,Kothari Products Limited,Kothari Products Limited,10,INDIA,,#N/A,
KPIT,INE836A01035,KPIT Technologies Limited,KPIT Technologies Limited,2,INDIA,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,
KPRMILL,INE930H01023,K.P.R. Mill Limited,K.P.R. Mill Limited,5,INDIA,TEXTILES,TEXTILES - READYMADE APPARELS,
KRBL,INE001B01026,KRBL Limited,KRBL Limited,1,INDIA,CONSUMER GOODS,FOOD PROCESSING,
KREBSBIO,INE268B01013,Krebs Biochemicals and Industries Limited,Krebs Biochemicals and Industries Limited,10,INDIA,CHEMICALS,CHEMICALS,
KRIDHANINF,INE524L01026,Kridhan Infra Limited,Kridhan Infra Limited,2,INDIA,CONSTRUCTION,#N/A,
KSBPUMPS,INE999A01015,KSB Pumps Limited,KSB Pumps Limited,10,INDIA,,#N/A,
KSCL,INE455I01029,Kaveri Seed Company Limited,Kaveri Seed Company Limited,2,INDIA,CONSUMER GOODS,MISCELLANEOUS,
KSERASERA,INE216D01026,KSS Limited,KSS Limited,1,INDIA,,#N/A,
KSK,INE143H01015,KSK Energy Ventures Limited,KSK Energy Ventures Limited,10,INDIA,,#N/A,
KSL,INE907A01026,Kalyani Steels Limited,Kalyani Steels Limited,5,INDIA,METALS,#N/A,
KTIL,INE096L01025,Kesar Terminals & Infrastructure Limited,Kesar Terminals & Infrastructure Limited,5,INDIA,CONSTRUCTION,#N/A,
KTKBANK,INE614B01018,The Karnataka Bank Limited,The Karnataka Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
KWALITY,INE775B01025,kwality limited,kwality limited,1,INDIA,CONSUMER GOODS,FOOD PROCESSING,
L&TFH,INE498L01015,L&T Finance Holdings Limited,L&T Finance Holdings Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
L&TFINANCE,INE523E07459,,,,INDIA,,#N/A,
L&TINFRA,INE691I07166,,,,INDIA,,#N/A,
LAKPRE,INE651C01018,Lakshmi Precision Screws Limited,Lakshmi Precision Screws Limited,10,INDIA,,#N/A,
LAKSHMIEFL,INE992B01026,Lakshmi Energy and Foods Limited,Lakshmi Energy and Foods Limited,2,INDIA,CONSUMER GOODS,FOOD PROCESSING,
LAKSHVILAS,INE694C01018,Lakshmi Vilas Bank Limited,Lakshmi Vilas Bank Limited,10,INDIA,FINANCIAL SERVICES,BANKS - PRIVATE SECTOR,
LALPATHLAB,INE600L01024,Dr. Lal Path Labs Ltd.,Dr. Lal Path Labs Ltd.,10,INDIA,HEALTHCARE SERVICES,PHARMACEUTICALS,
LAMBODHARA,INE112F01022,Lambodhara Textiles Limited,Lambodhara Textiles Limited,5,INDIA,TEXTILES,TEXTILES - SPINNING - COTTON BLENDED,
LAOPALA,INE059D01020,La Opala RG Limited,La Opala RG Limited,2,INDIA,AUTOMOBILE,GLASS & GLASS PRODUCTS,AUTOMOBILE
LASA,INE670X01014,Lasa Supergenerics Limited,Lasa Supergenerics Limited,10,INDIA,,#N/A,
LAURUSLABS,INE947Q01010,Laurus Labs Limited,Laurus Labs Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
LAXMICOT,INE801V01019,,,,INDIA,,#N/A,
LAXMIMACH,INE269B01029,Lakshmi Machine Works Limited,Lakshmi Machine Works Limited,10,INDIA,INDUSTRIAL MANUFACTURING,TEXTILES - MACHINERY,
LEEL,INE245C01019,LEEL Electricals Limited,LEEL Electricals Limited,10,INDIA,,#N/A,
LEMONTREE,INE970X01018,,,,INDIA,,#N/A,
LEXUS,INE500X01013,,,,INDIA,,#N/A,
LFIC,INE850E01012,Lakshmi Finance & Industrial Corporation Limited,Lakshmi Finance & Industrial Corporation Limited,10,INDIA,FINANCIAL SERVICES,FINANCE - LEASING & HIRE PURCHASE,
LGBBROSLTD,INE337A01034,LG Balakrishnan & Bros Limited,LG Balakrishnan & Bros Limited,10,INDIA,,#N/A,
LGBFORGE,INE201J01017,,,,INDIA,,#N/A,
LIBAS,INE908V01012,,,,INDIA,,#N/A,
LIBERTSHOE,INE557B01019,Liberty Shoes Limited,Liberty Shoes Limited,10,INDIA,,#N/A,
LICHSGFIN,INE115A01026,LIC Housing Finance Limited,LIC Housing Finance Limited,2,INDIA,FINANCIAL SERVICES,FINANCE - HOUSING,
LICNETFGSC,INF767K01MV5,,,,INDIA,,#N/A,
LICNETFN50,INF767K01OS7,,,,INDIA,,#N/A,
LICNETFSEN,INF767K01OT5,,,,INDIA,,#N/A,
LICNFNHGP,INF767K01PC8,,,,INDIA,,#N/A,
LINCOLN,INE405C01035,Lincoln Pharmaceuticals Limited,Lincoln Pharmaceuticals Limited,10,INDIA,PHARMA,PHARMACEUTICALS,
LINCPEN,INE802B01019,Linc Pen & Plastics Limited,Linc Pen & Plastics Limited,10,INDIA,,#N/A,
LINDEINDIA,INE473A01011,Linde India Limited,Linde India Limited,10,INDIA,CHEMICALS,CHEMICALS,CHEMICALS
LIQUIDBEES,INF732E01037,,,,INDIA,,#N/A,
LIQUIDETF,INF740KA1EU7,,,,INDIA,,#N/A,
LITL,INE785C01048,Lanco Infratech Limited,Lanco Infratech Limited,1,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
LOKESHMACH,INE397H01017,Lokesh Machines Limited,Lokesh Machines Limited,10,INDIA,,#N/A,
LOTUSEYE,INE947I01017,Lotus Eye Care Hospital Limited,Lotus Eye Care Hospital Limited,10,INDIA,,#N/A,
LOVABLE,INE597L01014,Lovable Lingerie Limited,Lovable Lingerie Limited,10,INDIA,,#N/A,
LPDC,INE197J01017,Landmark Property Development Company Limited,Landmark Property Development Company Limited,1,INDIA,,#N/A,
LSIL,INE093R01011,Lloyds Steels Industries Limited,Lloyds Steels Industries Limited,1,INDIA,METALS,#N/A,
LT,INE018A01030,Larsen & Toubro Limited,Larsen & Toubro Limited,2,INDIA,CONSTRUCTION,INFRASTRUCTURE - GENERAL,
LTI,INE214T01019,Larsen & Toubro Infotech Limited,Larsen & Toubro Infotech Limited,1,INDIA,IT,COMPUTERS - SOFTWARE,
LTTS,INE010V01017,L&T Technology Services Limited,L&T Technology Services Limited,2,INDIA,IT,COMPUTERS - SOFTWARE MEDIUM & SMALL,
LUMAXIND,INE162B01018,Lumax Industries Limited,Lumax Industries Limited,10,INDIA,,#N/A,
LUMAXTECH,INE872H01027,Lumax Auto Technologies Limited,Lumax Auto Technologies Limited,10,INDIA,AUTOMOBILE,AUTO ANCILLARIES,
LUPIN,INE326A01037,Lupin Limited,Lupin Limited,2,INDIA,PHARMA,PHARMACEUTICALS,
LUXIND,INE150G01020,Lux Industries Limited,Lux Industries Limited,2,INDIA,,#N/A,
LYCOS,INE425B01027,Lycos Internet Limited,Lycos Internet Limited,2,INDIA,,#N/A,
LYKALABS,INE933A01014,Lyka Labs Limited,Lyka Labs Limited,10,INDIA,,#N/A,
LYPSAGEMS,INE142K01011,Lypsa Gems & Jewellery Limited,Lypsa Gems & Jewellery Limited,10,INDIA,,#N/A,
